date,tv_spend,search_spend,social_spend,display_spend,email_spend,promo,price_index,competitor_index,seasonality,holiday_boost,sales
2022-01-03,66096.04292632875,15507.92664325821,8322.378875514514,17546.868284836037,5266.551501399881,0,1.0248357076505616,0.8449336568933867,1.0,0.1,12094.170716630375
2022-01-10,83893.43294482415,26177.381233882676,19340.890766642657,18318.621350105637,4411.197024307943,1,0.9930867849414408,1.0068562974806028,1.0241073360510646,0.1,13952.137351580897
2022-01-17,40675.45333983929,19982.70489204604,16391.678826095955,15948.616509811276,7570.296776508945,0,1.0323844269050346,0.8937696286273895,1.0478631328575116,0.1,12703.887009199025
2022-01-24,77896.63854480155,37098.9648220562,22653.37442250301,13435.704855250757,7330.0921802988305,0,1.0761514928204012,1.0473592430635181,1.0709209774085071,0.0,10940.05355264793
2022-01-31,92671.15504697573,33377.33054508975,17921.368431600138,22659.005671211948,5839.68567189656,0,0.9882923312638332,0.9080575765766197,1.0929446344087537,0.0,12225.626039955065
2022-02-07,79983.57712423555,22959.103005402838,13551.42545637884,12177.655302043464,5206.957525958838,0,0.988293152152541,1.154993440501754,1.1136129493462312,0.0,11737.907191837772
2022-02-14,124340.3470409356,13348.852668846075,13277.933612148789,9102.861614276475,4250.883231823356,0,1.0789606407753696,0.9216746707663763,1.1326245316481591,0.0,12960.828676003082
2022-02-21,78402.0568125516,24854.836556526607,18350.932763909663,7172.342157194222,4274.55655646956,0,1.0383717364576455,0.9677938483794324,1.1497021496342201,0.0,11754.104900637494
2022-02-28,92099.65755325354,14122.319507810551,17141.38711378535,7838.971700827796,4894.751432812029,1,0.9765262807032524,1.081351721736967,1.1645967731787312,0.0,14922.814004911694
2022-03-07,98420.7859771645,18708.951618383995,10280.236392682946,8627.992502765806,3922.7721620991074,0,1.0271280021792983,0.8769135683566045,1.177091205130642,0.0,12547.61223933557
2022-03-14,114881.55250080764,4086.1907132437336,14395.77685784536,10279.01397935929,7644.427328698879,0,0.9768291153593769,1.0227459934604128,1.187003248537083,0.0,12167.217520839531
2022-03-21,67756.53117318379,10419.253958081877,3565.816387242725,13298.349437741184,6725.745093117765,1,0.9767135123214872,1.1307142754282429,1.1941883634852104,0.0,14132.821353352638
2022-03-28,102233.76956807554,16308.433122240769,8964.72694637382,16657.02277082777,5407.3682557930615,0,1.0120981135783018,0.8392516765438772,1.1985417748196108,0.0,12548.705373249442
2022-04-04,80153.49591529381,20234.902968823713,4181.530143179966,15125.008268074473,1670.6635738964403,0,0.9043359877671101,1.0184633858532304,1.2,0.0,12884.972904992845
2022-04-11,60491.056948529585,21467.458018953927,7021.6758206609875,12800.388913430874,1378.4151893876065,1,0.9137541083743483,1.0259882794248423,1.1985417748196108,0.0,14804.243533466259
2022-04-18,77637.0886730737,29698.12058888674,11147.42082338631,12319.290683075693,5165.515717626258,0,0.9718856235379514,1.0781822871777311,1.1941883634852104,0.0,12250.095548677713
2022-04-25,69723.44226878615,22603.568845871458,9390.896541741273,8296.142086275071,4940.667269215017,0,0.9493584439832788,0.8763049289121918,1.187003248537083,0.0,12588.594449748032
2022-05-02,54537.06952474495,26768.23251637685,13461.777823080696,11756.696384272298,7436.464608432032,0,1.0157123666297636,0.8679543386915723,1.177091205130642,0.0,13534.731749081931
2022-05-09,62346.70642114199,25906.45942448586,21192.621233980677,0.0,7042.477564195692,1,0.9545987962239395,1.0521941565616897,1.1645967731787312,0.0,14954.335230372828
2022-05-16,54366.11856511253,24486.719484594214,16734.606383786744,12335.59429430502,6458.847771616715,0,0.9293848149332354,1.0296984673233187,1.1497021496342203,0.0,12343.896222150746
2022-05-23,61848.58269680765,21643.549076143983,23713.748196390938,15738.255577492886,6407.425708963998,0,1.0732824384460777,1.0250492850345876,1.1326245316481591,0.0,11886.718531721135
2022-05-30,71231.6352641074,9071.808274884293,16455.577639139734,8718.755564237916,2811.7193453008435,0,0.9887111849756732,1.0346448209496977,1.1136129493462312,0.0,11765.988482120345
2022-06-06,87330.57492430715,4849.299204838577,22890.17057069805,15727.219799234721,3144.181165411475,0,1.0033764102343963,0.931997527842151,1.092944634408754,0.0,11845.767622132447
2022-06-13,48170.314352781366,18446.713116708113,25554.377846313044,15640.959983488392,2892.373504569339,1,0.9287625906893272,1.0232253697161005,1.0709209774085071,0.0,12479.552615125753
2022-06-20,102701.03717896863,15077.699132748709,8272.01497675498,10716.391177308904,4348.2556588515245,0,0.9727808637737408,1.0293072473298681,1.0478631328575116,0.0,10898.100735865619
2022-06-27,45932.36972141132,12539.781940867084,12914.916085017514,9666.549937227377,5950.455377170137,1,1.0055461294854933,0.9285648581973632,1.0241073360510646,0.0,11602.204833375628
2022-07-04,77723.22357446626,27755.759877612625,16205.791401822733,5729.346202140152,7333.200657450569,1,0.9424503211288848,1.1865774511144758,0.9999999999999999,0.0,12224.968190642909
2022-07-11,93611.0713830198,24296.158547814433,11029.225478563896,12501.528748795101,5696.090629877881,0,1.0187849009172836,1.0473832920911788,0.9758926639489355,0.0,10562.983448721483
2022-07-18,93509.34145690085,32480.356847468378,11696.480129803802,10051.752597966615,6883.634188360283,0,0.9699680655040598,0.8808696502797351,0.9521368671424885,0.0,9856.017692567031
2022-07-25,83921.960367507,28279.263399834977,6813.1053940998045,12875.739023520107,2243.875484297649,0,0.9854153125103362,1.065655360863383,0.9290790225914929,0.0,10539.975545600379
2022-08-01,93337.84356251398,37783.86956589326,9371.954092121392,14165.016192129702,2719.692533757962,0,0.9699146693885301,0.9025318329772678,0.9070553655912463,0.0,8994.174453704656
2022-08-08,91305.3108338258,34081.68547814239,9006.311310301306,11551.770947810674,2926.18985021564,0,1.092613909225447,1.0787084603742452,0.8863870506537689,0.0,8519.245356118383
2022-08-15,91013.7061277979,20669.704571905106,15628.954384759885,15181.721782636447,7170.466826530597,0,0.9993251387631032,1.1158595579007404,0.867375468351841,0.0,9191.038566926938
2022-08-22,112598.20893727645,22943.329440471316,13850.233376081938,18223.406265159523,6709.045727140457,0,0.947114453552205,0.9179317681648289,0.8502978503657798,0.0,9534.99596789831
2022-08-29,104055.557143184,17921.89848199938,16350.410648300805,11272.542834786533,8547.766809202953,0,1.0411272456051595,1.0963376129244322,0.8354032268212687,0.0,9577.767101948073
2022-09-05,86066.03338896332,19363.027846178433,15519.94213263304,14138.995290517167,4185.873002817641,0,0.9389578175014489,1.0412780926936498,0.8229087948693581,0.0,8440.332926094268
2022-09-12,106756.45129631468,7233.711704315045,17091.748965589366,8340.097544063232,5400.5753988038905,0,1.0104431797502378,1.082206015999449,0.8129967514629171,0.0,9056.94738367799
2022-09-19,93903.95625402452,16846.386372842946,18640.74699685189,6120.254995875441,4920.232631062061,0,0.9020164938060112,1.1896792982653948,0.8058116365147896,0.0,8420.826921161975
2022-09-26,96979.24506833559,21574.337057897777,22552.213627283396,9377.597323134705,3123.4259839131364,0,0.9335906975550785,0.975461188399713,0.8014582251803892,0.0,8386.35801074527
2022-10-03,89444.43262885419,11206.30256788442,19087.015935755862,10393.86367299575,5184.007000224929,0,1.0098430617934562,0.924626383564251,0.8,0.0,8890.194659937224
2022-10-10,62778.76155041775,17801.492813021276,20947.20279126709,10917.101502542755,4224.067324849439,1,1.0369233289997706,0.9110485570374477,0.8014582251803892,0.0,10053.585560482403
2022-10-17,62302.82095617011,16387.71003834874,26460.196171845902,18416.915671555093,8528.23472265146,0,1.0085684140594986,0.9184189715034562,0.8058116365147895,0.0,7726.94062125792
2022-10-24,77946.95091203302,26594.63682056164,19586.995920626192,13512.092598676076,10448.347185428876,0,0.994217585880588,0.9922898290585895,0.8129967514629171,0.0,9304.547767594657
2022-10-31,72695.87666362885,31067.84122046314,12593.40876442922,18603.089402308564,5869.95572171361,0,0.9849448152205356,1.0341151974816645,0.822908794869358,0.0,9345.706682760301
2022-11-07,60986.15123682949,32816.76652640653,16646.262711391664,16718.230035367535,4331.746217898853,0,0.9260739004816286,1.027669079933002,0.8354032268212686,0.0,8500.962072109758
2022-11-14,61905.73326767066,22284.999216399334,8579.595144232362,11071.360682058035,5765.863153303457,0,0.9640077895802646,1.0827183249036023,0.8502978503657798,0.0,9127.01531723704
2022-11-21,79310.79595486529,26228.55241355601,1076.5480002516724,10039.472805263993,5369.358218596069,0,0.9769680614520106,1.0013001891877906,0.8673754683518409,0.0,9385.555394254676
2022-11-28,52426.10431375425,7794.511442999186,4993.2496985601765,3491.3766893683187,2801.496396897004,0,1.0528561113109458,1.1453534077157317,0.8863870506537688,0.0,9364.567797970225
2022-12-05,71746.78339967744,4002.957861740908,2145.852567766202,10016.798476144933,4369.719774356211,0,1.017180914478423,0.9735343166762044,0.9070553655912463,0.0,9271.58781266877
2022-12-12,63704.65704867567,11780.590512732473,9551.772201955411,8506.36732920865,5991.536649082328,0,0.9118479922318633,1.2720169166589619,0.9290790225914928,0.0,9347.696365708485
2022-12-19,67440.31851071632,15336.456317547285,12906.22351963529,10431.830938442876,4983.324233448584,0,1.0162041984697399,1.0625667347765007,0.9521368671424885,0.1,10966.293677839325
2022-12-26,91695.33949405668,16118.740883179371,21705.74924910113,18085.953938973013,5036.235642646801,0,0.9807458859791842,0.9142842443583717,0.9758926639489353,0.1,11944.723329474333
2023-01-02,92381.24523482048,9662.78949980064,18475.159492179577,14642.251509847489,3493.788849871895,0,0.966153899984702,0.8929107501938888,1.0000000000000002,0.1,11929.781173197289
2023-01-09,96988.95782576074,23272.18517878621,18165.771746643888,12529.898692385088,2434.090089970713,0,1.0305838144420434,1.0482472415243185,1.0241073360510646,0.1,11625.381331353776
2023-01-16,108876.64554819028,20061.523424624975,23688.602072864327,10269.03874089066,2947.9726689198283,0,1.0515499761247975,0.9776537214674149,1.0478631328575114,0.1,12501.606857902882
2023-01-23,93577.51078930729,31290.033736934623,12129.863821738667,13818.029854036908,3937.1085364316873,0,1.04656400595581,1.0714000494092093,1.0709209774085071,0.0,9783.710936759902
2023-01-30,106688.97188729756,29313.121171967567,21713.412091471182,5219.785681048792,7325.750739221112,0,0.958039123838868,1.0473237624573546,1.0929446344087537,0.0,12076.455702285166
2023-02-06,94046.32350480645,20605.582334289593,22871.56413922932,12509.099964477333,4916.682501264902,1,0.9845393812074392,0.9927171087343127,1.113612949346231,0.0,12627.209752413324
2023-02-13,104716.6727692877,19345.190727616995,12244.247994144773,998.9291948730634,8476.483597714876,0,1.0165631715701782,0.9153206281931595,1.1326245316481591,0.0,11782.27063186552
2023-02-20,97902.03166644582,12789.407076254796,20677.51327972715,14150.44284340773,6093.230296034836,0,1.048777256356118,0.8485152775314135,1.1497021496342201,0.0,11606.540612337407
2023-02-27,100155.26432859909,14381.623247707805,15251.488523078253,12633.052401607849,4925.8044355213615,0,0.9760412881077355,0.9553485047932979,1.1645967731787312,0.0,11652.880052313829
2023-03-06,105387.03269942683,17295.581661022872,10180.255367132662,14648.786925851196,4598.015675876812,0,0.9907170511668092,1.0856398794323472,1.177091205130642,0.0,12922.788502633506
2023-03-13,80989.14291631382,7129.698775537849,12743.024100743707,15120.525321048917,1315.916967656552,0,0.9446832512996985,1.0214093744130204,1.187003248537083,0.0,12275.830530934301
2023-03-20,120680.27257615728,15936.361650439969,18311.81757218067,17952.69092453198,4159.4010569029815,0,0.9401896687959664,0.8754261221288012,1.1941883634852104,0.0,12856.98284800818
2023-03-27,69696.05256325565,13630.92653178763,9753.059962463773,14826.022154187825,5249.67831231958,0,1.04062629111971,1.0173180925851182,1.1985417748196108,0.0,12556.546044641538
2023-04-03,61787.17080818403,16035.635838688268,10621.902597070968,15309.90564604959,7152.890458385312,0,1.067812001428541,1.0385317379728838,1.2,0.0,12805.1628931302
2023-04-10,92585.34981674986,23182.63357657736,9120.382539959684,9403.75668452376,7433.752965861727,0,0.9963994939209833,0.9116142563798867,1.1985417748196108,0.0,12712.871996945414
2023-04-17,82580.47696856866,21407.659315052388,9433.172525017915,7695.622702909872,10097.16377223944,0,1.0501766448946013,1.0153725105945528,1.1941883634852104,0.0,11889.955827152631
